winner,champLevel,item0,item1,item2,item3,item4,item5,item6,kills,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,largestKillingSpree,deaths,assists,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,largestCriticalStrike,totalHeal,minionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,goldEarned,goldSpent,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,visionWardsBoughtInGame,sightWardsBoughtInGame,magicDamageDealt,physicalDamageDealt,trueDamageDealt,magicDamageTaken,physicalDamageTaken,trueDamageTaken,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,inhibitorKills,towerKills,wardsPlaced,wardsKilled,largestMultiKill,killingSprees,totalUnitsHealed,totalTimeCrowdControlDealt,champion
true,12,1055,2044,3087,3006,1037,1038,3340,4,0,0,0,0,0,4,1,3,84395,8993,9124,362,350,157,0,0,0,7818,6725,0,0,0,0,4644,4349,0,0,2,39887,44507,0,3131,5826,166,false,false,false,false,false,false,0,1,6,2,1,1,2,28,Tristana 
true,17,1055,3153,3006,3087,3031,1037,3340,10,0,0,0,0,0,6,2,7,210270,28626,18277,730,1605,221,19,15,4,15681,13540,0,0,0,0,9772,18191,662,0,0,72142,136705,1422,4905,12534,837,true,false,true,false,true,false,1,6,6,0,1,2,3,222,Tristana 
true,15,1055,3153,3087,3031,1055,3006,3340,12,0,0,0,0,0,5,5,6,113386,17474,21811,594,2210,156,6,4,2,12451,11660,0,0,0,0,7666,9808,0,0,0,45768,67618,0,7117,14064,630,false,false,false,false,false,false,0,3,5,0,1,4,2,25,Tristana 
false,12,3151,2049,3117,3303,1011,0,3341,1,0,0,0,0,0,0,7,5,56464,17675,16986,0,1650,69,0,0,0,6733,6225,0,0,0,0,13836,2447,1392,0,2,47852,6859,1752,8564,8267,155,false,false,false,false,false,false,0,0,17,0,1,0,3,93,Zyra 
true,15,1056,3157,3001,1056,3136,3020,3340,4,0,0,0,0,0,0,6,5,105225,13659,14973,0,3132,159,3,1,2,10164,9590,0,0,0,0,12438,381,840,0,0,91251,13133,840,8498,5463,1012,false,false,false,false,false,false,0,0,6,0,1,0,1,362,Fiddlesticks 
true,18,1031,3153,3087,3252,3031,3035,3340,10,1,0,0,0,0,5,6,18,193839,38838,24463,710,5541,238,2,0,2,17949,14820,0,0,0,0,11738,26306,794,0,0,67829,124872,1138,9837,14316,310,false,false,true,false,false,true,2,3,10,2,2,2,3,153,Tristana 
true,15,3207,2043,0,3068,3111,3105,3340,3,0,0,0,0,0,3,2,14,99020,8574,14555,0,0,32,70,63,7,10344,8405,0,0,0,0,7972,500,102,3,1,65158,13966,19894,2842,11296,416,false,false,false,true,false,true,0,0,9,1,1,1,0,183,Amumu 
false,16,3207,3001,0,3111,3068,0,3340,4,0,0,0,0,0,2,6,17,102092,19031,29170,0,0,44,48,45,3,10453,9000,0,0,0,0,16375,1977,679,2,1,74871,11854,15365,13832,14641,697,false,false,false,false,false,false,0,0,11,1,1,1,0,275,Amumu 
false,16,3209,3252,3144,3087,3031,0,3340,6,0,0,0,0,0,3,8,11,152554,17903,29100,717,2916,100,70,65,5,12560,12220,0,0,0,0,7559,8924,1420,2,1,48136,89364,15054,6810,21768,522,true,false,false,false,false,false,0,1,10,0,1,1,1,414,Tristana 
true,16,3207,2044,3068,3111,3001,3136,3340,9,0,0,0,0,0,7,1,11,102897,14027,18560,0,0,50,52,40,12,12526,10395,0,0,0,0,12665,1145,216,1,3,71321,15218,16357,2893,15567,99,false,false,false,false,false,false,0,1,9,0,1,2,0,231,Amumu 
true,16,3207,3001,3265,3024,2043,3068,3340,5,0,0,0,0,0,3,4,12,132617,14144,26142,0,68,51,75,65,10,12148,10705,0,0,0,0,12800,1260,84,4,3,90268,18562,23786,6148,18098,1894,false,false,false,false,false,false,0,0,13,2,1,2,1,230,Amumu 
false,15,1056,3157,3135,3020,0,3151,3340,6,1,0,0,0,0,3,3,6,109967,12302,16369,0,4817,166,14,13,1,11357,10445,0,0,0,0,11410,298,594,2,2,95273,14062,632,7308,8683,377,false,false,true,false,false,false,0,1,12,2,2,2,1,360,Fiddlesticks 
true,17,3207,3001,3068,3265,3136,0,3341,6,1,1,0,0,0,5,1,19,156817,22972,28053,0,1062,54,84,64,20,13968,11295,0,0,0,0,20509,2208,254,2,5,107696,19943,29177,7679,19540,834,false,false,false,false,false,false,0,0,12,3,3,1,1,409,Amumu 
true,16,1055,3153,1037,3006,3087,3031,3340,11,2,0,0,0,0,3,4,6,184337,35349,18749,598,1853,222,11,0,11,14217,12455,0,0,0,0,13516,21356,476,1,3,71387,112198,752,6711,11852,186,false,false,false,false,false,false,0,2,11,0,2,3,4,225,Tristana 
false,9,1055,3086,2003,1018,3006,0,3340,0,0,0,0,0,0,0,2,0,29592,1951,4893,197,390,76,0,0,0,4402,3480,0,0,0,0,1117,833,0,0,0,12150,17441,0,1157,3704,32,false,false,false,false,false,false,0,0,4,0,0,0,1,2,Tristana 
true,16,3001,3157,1052,3020,3206,1028,3340,8,0,0,0,0,0,4,2,4,142585,12160,18159,0,10354,89,72,65,7,12079,10630,0,0,0,0,12068,92,0,4,4,122942,10127,9516,4505,13178,475,true,false,false,false,false,false,0,0,16,2,1,2,1,448,Fiddlesticks 
true,18,3206,3157,3001,3020,3151,0,3340,4,0,0,0,0,0,2,3,16,163229,19017,22320,0,10874,77,61,46,15,13932,12680,0,0,0,0,18672,344,0,5,2,137683,15157,10388,8339,13722,258,false,false,false,false,false,true,0,1,18,3,1,2,1,483,Fiddlesticks 
true,16,3068,3001,2044,3111,3207,1057,3341,4,0,0,0,0,0,2,2,18,105814,16088,25161,0,0,25,62,52,10,11917,9945,0,0,0,0,13779,2128,180,2,4,67887,16854,21072,5133,19663,365,false,false,false,true,true,false,1,0,11,2,1,1,0,252,Amumu 
false,12,1055,3087,3006,1037,1038,0,3340,3,0,0,0,0,0,2,4,2,83149,9883,17105,362,1050,146,1,0,1,7626,6715,0,0,0,0,5494,4359,30,0,0,37552,45567,30,5550,11333,222,false,false,false,false,false,false,0,0,7,0,1,1,2,43,Tristana 
false,14,1055,2044,3087,3006,3031,3144,3340,8,1,0,0,0,0,3,12,7,108814,19635,25137,478,2252,172,6,6,0,10833,9460,0,0,0,0,8351,11068,216,0,1,45651,62947,216,13649,11242,246,false,false,false,false,false,false,0,1,6,0,2,2,3,41,Tristana 
false,15,3207,3068,0,3111,1057,0,3340,2,0,0,0,0,0,0,10,15,78629,14326,30513,0,0,20,51,49,2,8474,7390,0,0,0,0,12774,1332,220,2,5,52013,11572,15042,5617,23566,1329,false,false,false,false,false,false,0,0,13,0,1,0,0,229,Amumu 
false,16,3136,3157,1026,3020,3001,3206,3341,9,0,0,0,0,0,3,5,10,175604,23451,26434,0,12935,64,85,73,12,13659,12480,0,0,0,0,22786,488,176,4,9,152981,8964,13660,7356,18344,734,false,false,false,false,false,false,0,0,14,3,1,3,1,579,Fiddlesticks 
true,12,3207,3111,3068,0,0,0,3340,2,0,0,0,0,0,0,1,12,76590,7254,15559,0,0,31,59,55,4,8445,6515,0,0,0,0,5459,1326,468,2,2,42374,15783,18432,2822,11089,1647,false,false,false,false,false,false,0,0,7,1,1,0,0,473,Sejuani 
true,12,3207,3111,3068,0,0,0,3340,2,0,0,0,0,0,0,1,12,76590,7254,15559,0,0,31,59,55,4,8445,6515,0,0,0,0,5459,1326,468,2,2,42374,15783,18432,2822,11089,1647,false,false,false,false,false,false,0,0,7,1,1,0,0,473,Sejuani 
true,13,3207,3068,3111,3001,0,0,3341,1,0,0,0,0,0,0,1,12,78627,7934,18177,0,0,31,41,32,9,10268,9080,0,0,0,0,7023,800,110,2,3,48543,17558,12525,4099,13556,521,false,false,false,true,false,false,0,0,10,1,1,0,0,349,Sejuani 
false,18,3209,3110,3071,3068,3111,3190,3340,11,2,0,0,0,0,7,4,14,203439,28070,29229,0,5049,81,87,74,13,16907,14995,0,0,0,0,2944,22012,3112,2,4,29958,155112,18367,5607,23118,504,false,false,false,false,false,true,0,1,19,2,2,3,1,1097,Wukong 
true,15,3209,3068,1038,3134,3111,1057,3341,4,0,0,0,0,0,3,3,5,129978,7603,15968,0,3503,51,77,66,11,10912,10312,0,0,0,0,151,6573,879,2,5,8516,106249,15211,3306,12216,446,false,false,true,false,false,true,1,1,8,3,1,1,1,361,Wukong 
true,13,3209,3077,3134,3111,1036,0,3341,3,0,0,0,0,0,2,4,12,96030,11214,14649,0,3029,37,60,54,6,8669,7557,0,0,0,0,403,9736,1073,0,5,6409,80381,9239,2715,11598,335,false,false,false,false,false,true,0,0,8,2,1,1,1,77,Wukong 
true,17,3209,3077,2044,3068,3111,3134,3341,4,0,0,0,0,0,4,2,12,165640,16121,23994,0,5156,58,80,69,11,12712,10437,0,0,0,0,969,13624,1527,0,9,17028,129267,19344,6413,17191,389,false,false,false,false,false,false,0,1,10,0,1,1,1,274,Wukong 
false,13,3209,3077,2003,3134,3111,0,3341,5,0,0,0,0,0,2,9,2,84814,7783,20909,0,2087,35,47,43,4,7666,7357,0,0,0,0,256,6758,767,2,4,4849,68282,11681,2379,17650,880,false,false,false,false,false,false,0,0,8,0,1,1,1,243,Wukong 
false,17,1055,3153,3006,3087,3031,3035,3340,6,1,0,0,0,0,5,3,15,188555,25439,24066,698,4020,251,12,11,1,15054,13550,0,0,0,0,9377,15570,492,1,0,66891,120873,790,8523,14581,961,false,false,false,false,true,false,1,2,9,2,2,1,4,216,Tristana 
false,17,3209,3265,3134,3068,3102,3155,3341,6,0,0,0,0,0,3,8,5,171167,16808,29451,0,3647,84,73,62,11,12997,12667,0,0,0,0,1854,13381,1572,1,7,30499,122220,18447,10334,18443,673,true,false,false,false,false,false,0,0,10,1,1,1,1,233,Wukong 
false,13,1055,1038,3006,1037,3087,0,3340,4,1,0,0,0,0,3,4,1,92931,11688,14537,356,1487,176,0,0,0,8271,6820,0,0,0,0,6619,5068,0,0,0,40539,52391,0,6781,7437,317,false,false,false,false,false,false,0,0,5,2,2,1,3,26,Tristana 
true,16,3207,3190,3068,1057,3111,0,3340,5,0,0,0,0,0,4,1,19,120828,10678,29549,0,8112,53,78,70,8,12431,10125,0,0,0,0,8740,1749,188,4,1,65555,26864,28408,5933,22645,970,false,false,false,false,false,false,0,1,8,3,1,1,1,880,Maokai 
true,18,2045,3157,3096,3020,3114,3001,3341,5,1,0,0,0,0,2,7,16,100016,23428,26075,0,7707,55,21,17,4,13468,11650,0,0,0,0,22171,284,972,4,6,94052,4466,1498,13795,12083,196,false,false,true,false,false,false,0,1,28,2,2,1,1,356,Fiddlesticks 
true,17,3190,2049,3068,3207,3111,3024,3341,3,0,0,0,0,0,2,5,19,147278,11984,37419,0,6866,59,82,71,11,13146,11360,0,0,0,0,10632,991,360,2,5,91695,24244,31338,7354,28828,1237,false,false,false,false,false,true,0,0,19,4,1,1,1,826,Maokai 
true,11,3207,2044,1011,3111,1031,0,3340,4,0,0,0,0,0,2,2,7,59552,4174,15334,0,2448,12,53,49,4,6791,5520,0,0,0,0,3168,758,248,1,2,30890,12733,15928,2757,11770,807,false,false,false,false,false,false,0,0,6,2,1,1,1,462,Maokai 
true,15,0,3157,2045,3303,3020,1057,3341,3,0,0,0,0,0,0,5,12,72729,11729,15440,0,3978,59,9,5,4,11041,8115,0,0,0,0,10731,454,544,3,7,64012,8172,544,7633,7139,668,false,false,true,false,false,false,0,2,19,6,1,0,1,241,Fiddlesticks 
false,16,3207,3068,2044,3024,3111,0,3340,4,1,0,0,0,0,2,9,13,82138,14321,35405,0,3974,35,50,45,5,9043,7920,0,0,0,0,12562,1618,140,1,8,52084,13591,16462,9336,24187,1881,false,false,false,false,false,false,0,0,13,2,2,1,1,584,Maokai 
true,18,2049,3190,3110,3207,3068,3111,3341,7,1,1,0,0,0,3,4,20,141487,23337,45108,0,10313,36,64,56,8,13998,12755,0,0,0,0,18498,4089,749,2,3,83905,27057,30525,13557,29043,2507,false,false,false,false,false,true,0,0,12,4,3,3,1,1049,Maokai 
false,12,2003,2044,3207,1031,1011,3265,3340,1,0,0,0,0,0,0,5,7,86287,7458,21532,0,3790,32,57,53,4,7168,6285,0,0,0,0,5744,1476,238,2,5,47467,17800,21020,5326,15770,436,false,false,false,false,false,false,0,0,12,2,1,0,1,683,Maokai 
true,18,3207,2045,3190,3111,3102,3068,3341,11,0,0,0,0,0,4,4,23,155058,22885,47608,0,13861,78,69,66,3,16931,14475,0,0,0,0,18574,4101,210,2,7,101216,26724,27117,15599,28613,3395,false,false,false,false,false,true,0,1,18,7,1,3,1,839,Maokai 
true,18,3207,3190,3068,3111,3102,3110,3340,12,1,0,0,0,0,5,5,31,108939,24724,44870,0,10595,51,47,43,4,16180,14705,0,0,0,0,20382,3813,528,2,3,70229,19671,19038,11433,32577,860,false,false,false,false,false,true,0,0,11,2,2,3,1,831,Maokai 
false,13,2045,3157,2043,3020,1026,3114,3341,6,1,0,0,0,0,5,7,12,68034,24786,15377,0,1155,59,6,6,0,9622,8910,0,0,0,0,23138,634,1013,6,1,63127,3893,1013,9358,5896,121,false,false,false,false,false,false,0,1,17,2,2,1,1,320,Fiddlesticks 
false,12,3207,3111,2044,1057,1031,0,3341,2,0,0,0,0,0,2,5,3,65319,7489,21215,0,2782,21,37,36,1,6117,5415,0,0,0,0,6482,896,110,2,3,37721,13639,13958,7355,13510,350,false,false,false,false,false,false,0,0,6,3,1,1,1,518,Maokai 
false,17,3207,3190,0,3024,3265,3068,3340,1,0,0,0,0,0,0,6,14,134098,14568,43041,0,7678,43,73,69,4,12171,11220,0,0,0,0,12979,1340,248,6,4,76646,25494,31957,12551,28675,1814,false,false,false,false,false,false,0,0,21,2,1,0,1,802,Maokai 
true,18,3110,3025,3190,3111,3207,3136,3340,6,1,0,0,0,0,3,5,17,188403,21292,44299,0,10275,59,103,84,19,15840,13945,0,0,0,0,18297,2499,496,2,5,104733,39077,44591,12404,30266,1628,false,false,false,false,false,true,0,0,14,1,2,2,1,1766,Maokai 
false,11,3207,2044,3111,1011,0,0,3340,5,0,0,0,0,0,3,3,1,69926,6378,11679,0,0,14,61,60,1,6270,4760,0,0,0,0,5371,769,238,2,2,44237,11257,14431,1943,8781,954,false,false,false,false,false,false,0,0,5,0,1,1,0,166,Amumu 
true,16,3207,3190,3068,3111,3082,3024,3340,4,0,0,0,0,0,2,1,11,130213,11590,15400,0,0,37,84,73,11,12544,11120,0,0,0,0,10219,1144,227,2,1,84632,20477,25103,4768,10265,367,false,false,false,false,false,true,0,1,13,0,1,2,0,321,Amumu 
true,17,3207,3190,3024,3111,3068,1052,3340,4,0,0,0,0,0,3,2,27,129170,17806,34464,0,9445,36,64,54,10,13404,11025,0,0,0,0,14788,2425,592,3,5,79706,22705,26757,9999,23458,1006,false,false,false,false,false,false,0,0,18,0,1,1,1,826,Maokai 
true,15,3190,3110,1052,3207,3111,1028,3340,5,0,0,0,0,0,4,2,14,122906,11884,27456,0,5802,35,78,60,18,12039,10025,0,0,0,0,9420,1984,480,3,2,27174,32836,62895,5187,20192,2075,false,false,false,true,false,true,0,2,13,3,1,1,1,1240,Nunu 
true,17,2045,3157,0,3020,3001,3097,3341,6,1,1,0,0,0,5,4,16,90950,24778,13296,0,3238,47,14,11,3,13637,10900,0,0,0,0,22884,1009,884,6,5,82911,7154,884,4258,7858,1178,false,false,false,false,false,true,0,2,34,3,3,1,3,314,Fiddlesticks 
true,12,3207,3111,3110,1057,0,0,3340,1,0,0,0,0,0,0,0,12,76822,3301,13145,0,3785,33,46,33,13,8044,6815,0,0,0,0,2252,901,148,0,3,14900,21290,40632,3170,9221,754,false,false,false,false,false,true,0,2,11,0,1,0,1,1083,Nunu 
true,18,3068,3153,3105,3265,1054,3110,3340,11,1,0,0,0,0,5,7,16,149932,30175,32784,0,4188,193,9,8,1,15378,13160,0,0,0,0,16853,11890,1432,2,1,96006,51738,2188,15249,16913,620,false,false,true,false,false,false,0,1,9,1,2,2,1,727,Shyvana 
true,17,2045,3157,2043,3303,3001,3255,3341,3,0,0,0,0,0,2,8,21,88692,17806,20406,0,4369,68,10,9,1,12194,10625,0,0,0,0,16702,564,540,5,6,80614,7538,540,10579,9725,102,false,false,false,false,false,false,0,0,27,1,1,1,1,317,Fiddlesticks 
true,17,3209,3078,3068,0,3047,1057,3341,6,0,0,0,0,0,3,5,13,145355,17212,18293,115,3303,50,85,73,12,12616,10578,0,0,0,0,1159,14515,1537,0,3,6268,121833,17253,4085,13455,753,false,false,false,false,false,true,0,0,4,1,1,2,1,473,Vi 
false,16,3255,3157,2049,3303,3001,3136,3341,2,0,0,0,0,0,0,8,9,88385,24029,20133,0,4661,55,18,18,0,11367,10910,0,0,0,0,22957,511,560,2,7,84211,3525,648,13550,6448,135,false,false,false,false,false,false,0,0,32,3,1,0,1,316,Fiddlesticks 
true,12,0,3207,3111,1031,3024,0,3340,4,0,0,0,0,0,3,3,12,62352,5603,11149,0,1973,34,43,39,4,8015,5460,0,0,0,0,4817,658,128,2,1,34458,14616,13277,2046,8396,706,false,false,false,true,false,false,0,1,10,2,1,1,1,435,Maokai 
true,14,1054,3153,3047,1055,1011,1031,3340,1,0,0,0,0,0,0,2,3,72422,10676,19491,0,7352,159,1,0,1,8151,7045,0,0,0,0,5124,5552,0,0,0,15201,57220,0,4290,12817,2384,false,false,true,false,false,true,0,1,5,0,1,0,1,16,Warwick 
false,10,3207,2043,1031,3111,0,0,3340,2,0,0,0,0,0,0,4,1,58707,3931,14523,0,2972,17,45,41,4,5104,4590,0,0,0,0,2968,852,110,3,4,10435,17375,30897,4136,10200,186,false,false,false,false,false,false,0,0,12,1,1,0,1,414,Nunu 
true,17,3207,3110,3068,3047,1057,0,3341,3,0,0,0,0,0,3,1,8,157811,12228,18873,0,0,47,93,79,14,11881,9615,0,0,0,0,10378,1138,712,1,4,103071,22429,32310,3292,14510,1070,false,false,false,false,false,false,0,0,7,0,1,1,0,778,Amumu 
true,18,3207,2043,3110,3068,3111,3001,3340,2,0,0,0,0,0,2,8,26,139366,14867,37089,0,0,51,75,68,7,13673,12310,0,0,0,0,12382,2146,338,5,6,89612,23263,26491,13178,23290,620,false,false,false,false,false,false,0,0,21,2,1,1,0,664,Sejuani 
false,12,3207,2003,3111,1057,0,0,3341,1,0,0,0,0,0,0,6,3,55191,5431,18862,0,2194,22,36,34,2,5250,4350,0,0,0,0,4435,858,138,0,2,30037,12861,12293,3324,15256,281,false,false,false,false,false,false,0,0,4,1,1,0,1,409,Maokai 
false,14,3207,3111,3110,3105,0,0,3340,5,0,0,0,0,0,0,11,7,77950,12220,26848,0,3446,34,54,52,2,8454,8085,0,0,0,0,9900,1943,376,1,1,45746,16184,16019,6377,19333,1137,false,false,false,false,false,false,0,0,9,1,1,0,1,858,Maokai 
true,14,3068,3024,3207,3111,3082,0,3341,4,1,0,0,0,0,4,0,12,87824,8944,11186,0,0,45,52,36,16,9852,8405,0,0,0,0,7048,1585,310,1,3,52599,20320,14904,3046,7151,987,false,false,false,true,false,false,1,1,11,1,2,1,0,234,Amumu 
true,18,3068,3207,3105,3117,3075,1031,3340,1,0,0,0,0,0,0,6,22,149108,15596,36070,0,0,64,81,72,9,13301,11255,0,0,0,0,11991,2999,606,2,3,69174,47171,32762,6283,26455,3331,false,false,false,false,false,false,0,0,17,1,1,0,0,778,Rammus 
true,16,3068,3190,3209,3111,3057,3134,3341,6,0,0,0,0,0,2,7,18,136317,15442,23136,0,2649,56,75,73,2,13229,11742,0,0,0,0,1424,12677,1341,2,1,6000,116283,14033,5086,17575,474,false,false,false,false,false,false,0,1,5,2,1,1,1,267,Vi 
false,15,3190,3069,2045,3270,2043,1057,3341,3,0,0,0,0,0,0,4,11,23949,9666,22953,0,4543,26,0,0,0,10003,9205,0,0,0,0,5545,3038,1082,4,0,13160,9707,1082,12940,7391,2621,false,false,false,false,false,false,0,0,19,2,1,0,14,275,Janna 
false,16,3209,3078,3111,0,3134,3068,3340,7,0,0,0,0,0,5,5,13,115243,14774,29091,0,1929,64,54,47,7,12078,11890,0,0,0,0,983,12537,1253,2,6,6240,100952,8050,13151,14700,1239,true,false,false,false,false,false,0,2,13,0,1,2,1,218,Vi 
true,17,3207,3075,2044,3111,3068,3105,3341,4,0,0,0,0,0,3,2,13,148608,15585,26951,0,0,30,89,84,5,12298,11295,0,0,0,0,13192,1923,470,5,8,96286,20625,31697,3305,22418,1227,false,false,false,false,false,false,0,0,20,2,1,1,0,312,Amumu 
true,18,3160,3153,3091,3068,3065,3111,3341,9,1,0,0,0,0,4,6,14,136188,18309,36983,0,17293,51,79,65,14,15285,14425,0,0,0,0,13620,3846,841,1,3,70029,57332,8825,10287,25853,843,true,false,true,false,false,true,0,2,14,4,2,3,1,801,Warwick 
false,17,3160,3144,3091,1042,3111,3068,3341,1,0,0,0,0,0,0,11,9,162271,11347,45422,0,19605,14,112,105,7,10937,10675,0,0,0,0,9336,1656,354,3,5,86957,66712,8602,13495,30984,942,false,false,false,false,false,false,0,0,21,5,1,0,1,714,Warwick 
true,12,3207,3075,1011,0,0,3117,3340,2,0,0,0,0,0,2,3,5,66753,4051,12563,0,0,12,56,47,9,7171,6455,0,0,0,0,2727,1208,116,1,1,19365,29162,18224,1127,10942,493,false,false,false,false,false,false,0,0,8,0,1,1,0,706,Rammus 
false,14,3207,3068,0,3111,2043,2044,3341,0,0,0,0,0,0,0,5,8,78651,7156,24253,0,0,22,56,49,7,7978,6875,0,0,0,0,5236,1711,208,3,5,41007,19218,18425,3027,20518,706,false,false,false,false,false,false,0,0,10,4,0,0,0,414,Sejuani 
true,14,1058,3157,2049,3303,3020,1026,3341,4,1,0,0,0,0,2,1,11,53214,13056,9944,0,2000,35,10,10,0,9574,8445,0,0,0,0,11798,389,868,2,3,46713,5497,1004,3469,5598,876,false,false,false,true,false,false,0,0,21,2,2,2,1,263,Fiddlesticks 
false,13,3209,0,3111,1011,3134,1031,3341,2,0,0,0,0,0,0,4,2,110640,4260,14907,0,2889,44,75,70,5,7625,7577,0,0,0,0,0,3714,546,3,1,0,99944,10696,3651,11149,106,false,false,false,false,false,false,0,0,5,1,1,0,1,478,Vi 
false,14,1055,3144,3031,3006,3087,1042,3340,3,0,0,0,0,0,2,4,7,124921,12003,18281,538,1941,184,14,13,1,10299,9835,0,0,0,0,5212,6539,252,0,0,49329,75075,516,9838,8248,195,false,false,false,false,false,false,0,0,6,3,1,1,3,277,Tristana 
false,15,3207,2049,3068,1057,3111,1026,3341,5,1,0,0,0,0,2,5,6,119416,14966,31609,0,0,30,77,72,5,10001,8685,0,0,0,0,12462,2285,218,1,1,71767,25161,22487,11137,19728,744,false,false,false,false,false,false,0,0,6,2,2,2,0,474,Sejuani 
true,18,3207,3190,2044,3111,3068,3151,3341,11,1,0,0,0,0,4,4,21,142636,26738,38940,0,10797,38,70,65,5,14221,12490,0,0,0,0,21223,3927,1588,4,3,84609,28037,29989,13477,24392,1071,false,false,false,false,false,true,0,0,8,5,2,3,1,886,Maokai 
false,14,3206,0,3157,3020,0,0,3341,3,0,0,0,0,0,3,4,6,87818,10497,19792,0,8411,45,49,47,2,7962,7030,0,0,0,0,10093,315,88,0,8,72090,10845,4882,4001,15416,374,false,false,false,false,false,false,0,1,8,1,1,1,1,385,Fiddlesticks 
false,9,3207,2043,3111,0,0,0,3341,0,0,0,0,0,0,0,5,2,51560,2937,13625,0,0,6,50,48,2,4257,3475,0,0,0,0,1726,900,310,1,0,15373,21845,14341,2227,11047,350,false,false,false,false,false,false,0,0,0,1,0,0,0,384,Rammus 
false,15,3206,3089,3157,0,3020,0,3340,7,1,0,0,0,0,3,4,6,131516,11447,20579,0,12145,48,76,72,4,10162,10085,0,0,0,0,10747,440,260,2,3,109087,13849,8580,6973,13355,249,false,false,false,false,false,false,0,0,12,1,2,3,1,574,Fiddlesticks 
false,14,3207,3105,1011,3047,1031,0,3341,2,0,0,0,0,0,0,5,1,110913,8294,28689,0,4809,53,71,68,3,8248,7260,0,0,0,0,6397,1489,408,2,4,68220,22946,19746,5235,20455,2997,true,false,false,false,false,false,0,0,6,7,1,0,1,686,Maokai 
true,17,3209,3044,3057,3134,3111,3068,3341,6,0,0,0,0,0,2,4,14,147144,16884,21491,0,3101,48,72,65,7,13475,10807,0,0,0,0,1351,14334,1199,4,2,4991,130308,11844,3806,16329,1355,false,false,false,true,false,false,1,2,12,0,1,2,1,253,Vi 
false,12,3207,3111,0,3068,0,0,3340,1,0,0,0,0,0,0,3,7,88118,8206,17082,0,0,29,63,61,2,7003,6485,0,0,0,0,6146,1343,716,2,3,56039,14049,18030,4119,12278,684,false,false,false,false,false,false,0,0,8,1,1,0,0,305,Amumu 
false,18,3207,3110,3190,3265,3102,3068,3340,7,0,0,0,0,0,0,10,23,198261,30140,50408,0,3161,65,102,92,10,16215,15185,0,0,0,0,27258,2669,212,2,4,139543,24758,33959,22198,26897,1313,false,false,false,false,false,true,0,0,15,1,1,0,1,1223,Amumu 
false,15,3207,3068,3265,3105,1029,1027,3341,2,0,0,0,0,0,0,8,5,149959,14419,33171,0,832,72,84,81,3,9970,9425,0,0,0,0,12788,1267,363,0,2,105034,19977,24947,12845,19788,538,false,false,false,false,false,false,0,0,4,1,1,0,1,435,Amumu 
true,18,3077,3190,3143,3265,3209,3071,3341,13,3,0,0,0,0,4,6,20,169801,28470,38745,0,7086,59,79,70,9,17167,15130,0,0,0,0,3499,21153,3818,0,4,18599,134415,16786,15360,21617,1767,false,false,false,true,false,false,0,0,4,4,2,2,1,772,Jarvan IV 
false,14,1058,3157,2049,3098,3020,0,3340,3,0,0,0,0,0,2,8,11,46316,11629,17780,0,1462,57,1,1,0,9069,8885,0,0,0,0,10315,465,848,2,9,39992,5475,848,7172,10141,466,false,false,false,false,false,false,0,0,20,3,1,1,1,358,Fiddlesticks 
false,12,1054,3144,1055,3047,1011,1042,3340,1,0,0,0,0,0,0,1,0,75445,8848,10461,0,344,142,1,0,1,5889,4835,0,0,0,0,5648,2710,490,0,0,42977,31978,490,424,9074,962,false,false,false,false,false,false,0,1,5,0,1,0,1,4,Shyvana 
false,10,1054,3057,1055,3044,0,1001,3340,1,0,0,0,0,0,0,6,1,32643,5750,16467,0,131,72,0,0,0,5391,3940,0,0,0,0,52,5697,0,0,0,522,32120,0,2077,11324,3066,false,false,true,false,false,false,0,1,1,0,1,0,1,18,Udyr 
false,14,3209,3143,2043,3260,3134,0,3341,2,0,0,0,0,0,0,7,2,109137,6828,25329,0,2379,58,68,65,3,8536,8232,0,0,0,0,0,6242,586,1,1,0,100162,8975,3274,21058,996,false,false,true,false,false,false,0,1,0,2,1,0,1,293,Vi 
false,14,3207,2044,3105,3117,1028,3068,3341,4,1,0,0,0,0,2,7,14,88974,13596,37094,0,4836,35,47,45,2,9192,8355,0,0,0,0,11863,1466,266,1,3,57963,15256,15753,18222,17995,876,false,false,false,false,false,false,0,0,4,3,2,1,1,571,Maokai 
false,17,3134,3072,3252,3046,3031,3026,3340,15,1,1,0,0,0,4,8,13,179975,37990,32970,760,3480,203,3,3,0,16426,16312,0,0,0,0,2259,35142,588,0,0,5381,173093,1500,11024,19898,2047,false,false,false,false,false,false,1,2,2,1,3,4,2,409,Jinx 
true,18,3209,3190,3071,3111,3068,0,3341,7,0,0,0,0,0,4,4,11,153253,17654,31311,0,3060,108,53,44,9,14860,12410,0,0,0,0,2101,14042,1510,1,6,20808,119603,12840,14061,16414,835,false,false,false,false,false,true,1,3,7,4,1,2,1,383,Jarvan IV 
