winner,champLevel,item0,item1,item2,item3,item4,item5,item6,kills,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,largestKillingSpree,deaths,assists,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,largestCriticalStrike,totalHeal,minionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,goldEarned,goldSpent,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,visionWardsBoughtInGame,sightWardsBoughtInGame,magicDamageDealt,physicalDamageDealt,trueDamageDealt,magicDamageTaken,physicalDamageTaken,trueDamageTaken,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,inhibitorKills,towerKills,wardsPlaced,wardsKilled,largestMultiKill,killingSprees,totalUnitsHealed,totalTimeCrowdControlDealt
true,16,3190,3143,1409,3047,1031,1029,3340,4,0,0,0,0,0,0,7,12,133080,9658,37826,0,10916,58,87,75,12,12593,10575,0,0,0,0,3761,4445,1452,2,0,28851,85790,18439,9647,27109,1069,false,false,false,false,false,false,0,0,17,9,1,0,1,1081 
false,10,3047,1409,3082,1028,0,0,3340,2,0,0,0,0,0,2,4,3,63423,4931,21133,0,7719,22,57,51,6,6119,5425,0,0,0,0,1825,3057,48,2,0,14122,39731,9568,6115,14430,588,false,false,false,false,false,false,0,0,6,3,1,1,1,511 
false,16,3190,3143,1409,3111,3075,3211,3340,12,1,0,0,0,0,5,7,14,140156,16276,60184,0,24453,31,92,59,33,15565,14075,0,0,0,0,4656,9714,1905,2,0,33723,80998,25434,30469,25484,4230,true,false,false,false,false,false,0,0,33,5,2,3,1,1070 
true,16,3190,3143,1409,3111,1031,1029,3340,5,1,0,0,0,0,0,7,18,115136,11594,50951,0,16419,37,78,70,8,12618,10450,0,0,0,0,4044,6276,1272,1,0,30691,67823,16621,16655,33180,1115,false,false,false,false,false,true,0,0,12,4,2,0,1,779 
true,17,1409,3111,3143,3102,3083,0,3340,7,0,0,0,0,0,5,2,11,170554,11911,50978,0,21605,36,111,92,19,14558,12600,0,0,0,0,3840,7546,524,1,0,44155,101689,24709,12138,37464,1376,false,false,false,false,false,true,1,0,35,9,1,2,1,1253 
true,16,3190,3143,1409,3111,3075,1028,3364,5,1,0,0,0,0,2,4,15,156267,8916,40408,0,16759,47,109,95,14,13300,12550,0,0,0,0,3372,5084,460,1,0,36509,98372,21384,10491,26919,2997,false,false,false,false,false,true,0,0,25,6,2,2,1,949 
true,12,3047,3143,1409,0,0,0,3340,6,1,0,0,0,0,5,1,4,74732,6750,17442,0,7956,15,67,51,16,8569,6925,0,0,0,0,1869,4161,720,2,0,15874,47218,11640,3547,13671,224,false,false,false,false,false,false,0,1,13,2,2,1,1,593 
false,14,1409,3143,3190,3111,0,0,3340,3,0,0,0,0,0,2,6,5,124817,9258,43786,0,14546,35,92,66,26,10416,9350,0,0,0,0,2462,5917,879,1,0,33190,73301,18326,15649,24571,3565,false,false,false,false,false,false,0,0,24,5,1,1,1,860 
true,14,1409,3143,3190,3047,1031,0,3340,7,0,0,0,0,0,7,1,9,103801,10764,30396,0,15034,27,65,47,18,10943,10200,0,0,0,0,2674,6772,1316,1,0,23882,65535,14384,7068,22922,406,false,false,false,true,false,true,0,1,17,3,1,1,1,949 
false,17,1409,3047,3143,3075,3083,1031,3364,6,0,0,0,0,0,2,9,10,186421,19809,61564,0,19315,50,102,90,12,14053,12975,0,0,0,0,6895,12162,751,2,0,57314,105019,24087,15049,40564,5950,false,false,false,false,false,false,0,0,17,6,1,2,1,1270 
